Games,Sport,Event,TEST,Gender,Athlete(s),CountryCode,CountryName,Medal,Result,Unit,ResultInSeconds,POPULATION,GDP,,,
2012,Rowing,Single Sculls Men,MEN,MEN,Alan CAMPBELL,GBR,Great Britain,Bronze,07:03.3,M:S:DD,423.28,60943.912,1358615.226,,,
1956,Swimming,100m Freestyle Women,WOMEN,WOMEN,Faith Leech,AUS,Australia,Bronze,1:05.1,M:S:DD,65.1,#N/A,#N/A,,,
1952,Swimming,100m Freestyle Women,WOMEN,WOMEN,Judit Temes,HUN,Hungary,Bronze,1:07.1,M:S:DD,67.1,157553,1625245,,,
1948,Swimming,100m Freestyle Women,WOMEN,WOMEN,Marie-Louise Linssen-Vaessen,NED,Netherlands,Bronze,1:07.6,M:S:DD,67.6,147203,1334330.757,,,
2012,Swimming,100m Backstroke Men,MEN,MEN,Matthew GREVERS,USA,United States of America,Gold,52.16,#:DD,52.16,303824.646,8944193.284,,,
2012,Swimming,100m Backstroke Men,MEN,MEN,Nick THOMAN,USA,United States of America,Silver,52.92,#:DD,52.92,303824.646,8944193.284,,,
2012,Swimming,100m Backstroke Men,MEN,MEN,Ryosuke IRIE,JPN,Japan,Bronze,52.97,#:DD,52.97,127425.722,2863645.995,,,
1936,Swimming,100m Freestyle Women,WOMEN,WOMEN,Gisela Arendt,GER,Germany,Bronze,1:06.6,M:S:DD,66.6,6469,9658.504761,,,
1932,Swimming,100m Freestyle Women,WOMEN,WOMEN,Eleanor Garatti-Saville,USA,United States of America,Bronze,1:09.3,M:S:DD,69.3,8785,19259.83059,,,
1928,Swimming,100m Freestyle Women,WOMEN,WOMEN,Joyce Cooper,GBR,Great Britain,Bronze,1:13.6,M:S:DD,73.6,120971,794700.288,,,
2012,Swimming,100m Breaststroke Men,MEN,MEN,Cameron VAN DER BURGH,RSA,South Africa,Gold,58.46,#:DD,58.46,43786.115,219525.4158,,,
2012,Swimming,100m Breaststroke Men,MEN,MEN,Christian SPRENGER,AUS,Australia,Silver,58.93,#:DD,58.93,20600.856,487488.1085,,,
2012,Swimming,100m Breaststroke Men,MEN,MEN,Brendan HANSEN,USA,United States of America,Bronze,59.49,#:DD,59.49,303824.646,8944193.284,,,
1924,Swimming,100m Freestyle Women,WOMEN,WOMEN,Gertrude Ederle,USA,United States of America,Bronze,1:14.2,M:S:DD,74.2,0,0,,,
1920,Swimming,100m Freestyle Women,WOMEN,WOMEN,Frances Schroth,USA,United States of America,Bronze,1:17.2,M:S:DD,77.2,0,0,,,
1912,Swimming,100m Freestyle Women,WOMEN,WOMEN,Jennie Fletcher,GBR,Great Britain,Bronze,1:27.0,M:S:DD,87,4520,7240,,,
2012,Swimming,100m Butterfly Men,MEN,MEN,Michael PHELPS,USA,United States of America,Gold,51.21,#:DD,51.21,303824.646,8944193.284,,,
2012,Swimming,100m Butterfly Men,MEN,MEN,Chad LE CLOS,RSA,South Africa,Silver,51.44,#:DD,51.44,43786.115,219525.4158,,,
2012,Swimming,100m Butterfly Men,MEN,MEN,Evgeny KOROTYSHKIN,RUS,Russia,Bronze,51.44,#:DD,51.44,287447.373,1646762.087,,,
2012,Athletics,100m Hurdles Women,WOMEN,WOMEN,Kellie WELLS,USA,United States of America,Bronze,12.48,#:DD,12.48,303824.646,8944193.284,,,
2008,Athletics,100m Hurdles Women,WOMEN,WOMEN,Priscilla LopesSchliep,CAN,Canada,Bronze,12.64,#:DD,12.64,82369.548,1624746.189,,,
2004,Athletics,100m Hurdles Women,WOMEN,WOMEN,Melissa Morrison,USA,United States of America,Bronze,12.56,#:DD,12.56,293027.571,8430760,,,
2012,Swimming,100m Freestyle Men,MEN,MEN,Nathan ADRIAN,USA,United States of America,Gold,47.52,#:DD,47.52,303824.646,8944193.284,,,
2012,Swimming,100m Freestyle Men,MEN,MEN,James MAGNUSSEN,AUS,Australia,Silver,47.53,#:DD,47.53,20600.856,487488.1085,,,
2012,Swimming,100m Freestyle Men,MEN,MEN,Brent HAYDEN,CAN,Canada,Bronze,47.8,#:DD,47.80,33679.263,793938.3417,,,
2000,Athletics,100m Hurdles Women,WOMEN,WOMEN,Melissa Morrison,USA,United States of America,Bronze,12.76,#:DD,12.76,82187.909,1560097.88,,,
1996,Athletics,100m Hurdles Women,WOMEN,WOMEN,Patricia Girard-L?no,FRA,France,Bronze,12.65,#:DD,12.65,10099.918,121142.6495,,,
1992,Athletics,100m Hurdles Women,WOMEN,WOMEN,Yordanka Donkova,BUL,Bulgaria,Bronze,12.7,#:DD,12.7,291118.372,1592461.405,,,
2012,Swimming,10km Marathon Men,MEN,MEN,Oussama MELLOULI,TUN,Tunisia,Gold,1:49:55,H:MM:SS,6595.10,10378.14,56155.0552,,,
2012,Swimming,10km Marathon Men,MEN,MEN,Thomas LURZ,GER,Germany,Silver,1:49:59,H:MM:SS,6598.50,82369.548,1673488.575,,,
2012,Swimming,10km Marathon Men,MEN,MEN,Richard WEINBERGER,CAN,Canada,Bronze,1:50:00,H:MM:SS,6600.30,33679.263,793938.3417,,,
1988,Athletics,100m Hurdles Women,WOMEN,WOMEN,Claudia Zaczkiewicz,FRG,Germany,Bronze,12.75,#:DD,12.75,245021.414,5512845,,,
1984,Athletics,100m Hurdles Women,WOMEN,WOMEN,Kim Turner,USA,United States of America,Bronze,13.06,#:DD,13.06,15579.4,233618,,,
1984,Athletics,100m Hurdles Women,WOMEN,WOMEN,Mich?le Chardonnet,FRA,France,Bronze,13.06,#:DD,13.06,236348.292,4755958,,,
2012,Swimming,1500m Freestyle Men,MEN,MEN,Yang SUN,CHN,China,Gold,14:31.0,M:S:DD,871.02,1326856.173,6564831.165,,,
2012,Swimming,1500m Freestyle Men,MEN,MEN,Ryan COCHRANE,CAN,Canada,Silver,14:39.6,M:S:DD,879.63,33679.263,793938.3417,,,
2012,Swimming,1500m Freestyle Men,MEN,MEN,Oussama MELLOULI,TUN,Tunisia,Bronze,14:40.3,M:S:DD,880.31,10378.14,56155.0552,,,
2012,Swimming,200m Backstroke Men,MEN,MEN,Tyler CLARY,USA,United States of America,Gold,01:53.4,M:S:DD,113.41,303824.646,8944193.284,,,
2012,Swimming,200m Backstroke Men,MEN,MEN,Ryosuke IRIE,JPN,Japan,Silver,01:53.8,M:S:DD,113.78,127425.722,2863645.995,,,
2012,Swimming,200m Backstroke Men,MEN,MEN,Ryan LOCHTE,USA,United States of America,Bronze,01:53.9,M:S:DD,113.94,303824.646,8944193.284,,,
1980,Athletics,100m Hurdles Women,WOMEN,WOMEN,Lucyna Langer,POL,Poland,Bronze,12.65,#:DD,12.65,3170.15,39141,,,
1976,Athletics,100m Hurdles Women,WOMEN,WOMEN,Natalya Lebedeva,URS,Russia,Bronze,12.8,#:DD,12.8,41485.146,171601,,,
1972,Athletics,100m Hurdles Women,WOMEN,WOMEN,Karin Balzer,GDR,Germany,Bronze,12.9,#:DD,12.9,209896,3346554,,,
2012,Swimming,200m Breaststroke Men,MEN,MEN,Daniel GYURTA,HUN,Hungary,Gold,02:07.3,M:S:DD,127.28,9930.915,84794.5495,,,
2012,Swimming,200m Breaststroke Men,MEN,MEN,Michael JAMIESON,GBR,Great Britain,Silver,02:07.4,M:S:DD,127.43,60943.912,1358615.226,,,
2012,Swimming,200m Breaststroke Men,MEN,MEN,Ryo TATEISHI,JPN,Japan,Bronze,02:08.3,M:S:DD,128.29,127425.722,2863645.995,,,
2012,Athletics,100m Women,WOMEN,WOMEN,Veronica CAMPBELL-BROWN,JAM,Jamaica,Bronze,10.81,#:DD,10.81,303824.646,8944193.284,,,
2004,Athletics,100m Women,WOMEN,WOMEN,Veronica Campbell,JAM,Jamaica,Bronze,10.97,#:DD,10.97,10032.375,79926.99548,,,
2000,Athletics,100m Women,WOMEN,WOMEN,Merlene Ottey-Page,JAM,Jamaica,Bronze,11.19,#:DD,11.19,82187.909,1560097.88,,,
2012,Swimming,200m Butterfly Men,MEN,MEN,Chad LE CLOS,RSA,South Africa,Gold,01:53.0,M:S:DD,112.96,43786.115,219525.4158,,,
2012,Swimming,200m Butterfly Men,MEN,MEN,Michael PHELPS,USA,United States of America,Silver,01:53.0,M:S:DD,113.01,303824.646,8944193.284,,,
2012,Swimming,200m Butterfly Men,MEN,MEN,Takeshi MATSUDA,JPN,Japan,Bronze,01:53.2,M:S:DD,113.21,127425.722,2863645.995,,,
1996,Athletics,100m Women,WOMEN,WOMEN,Gwen Torrence,USA,United States of America,Bronze,10.96,#:DD,10.96,269667.391,6803768.743,,,
1992,Athletics,100m Women,WOMEN,WOMEN,Irina Privalova,URS,Russia,Bronze,10.84,#:DD,10.84,56840.847,945660.1539,,,
1988,Athletics,100m Women,WOMEN,WOMEN,Heike Drechsler,GDR,Germany,Bronze,10.85,#:DD,10.85,78030.572,1260983,,,
2012,Swimming,200m Freestyle Men,MEN,MEN,Yannick AGNEL,FRA,France,Gold,01:43.1,M:S:DD,103.14,61279.972,1395721.096,,,
2012,Swimming,200m Freestyle Men,MEN,MEN,Taehwan PARK,KOR,South Korea,Silver,01:44.9,M:S:DD,104.93,49232.844,804477.1995,,,
2012,Swimming,200m Freestyle Men,MEN,MEN,Yang SUN,CHN,China,Bronze,01:44.9,M:S:DD,104.93,1326856.173,6564831.165,,,
1984,Athletics,100m Women,WOMEN,WOMEN,Merlene Ottey-Page,JAM,Jamaica,Bronze,11.16,#:DD,11.16,236348.292,4755958,,,
1980,Athletics,100m Women,WOMEN,WOMEN,Ingrid Lange-Auerswald,GDR,Germany,Bronze,11.14,#:DD,11.14,10711.122,67549.20943,,,
1976,Athletics,100m Women,WOMEN,WOMEN,Inge Helten,FRG,Germany,Bronze,11.17,#:DD,11.17,930685,793568,,,
2012,Swimming,200m Individual Medley Men,MEN,MEN,Michael PHELPS,USA,United States of America,Gold,01:54.3,M:S:DD,114.27,303824.646,8944193.284,,,
2012,Swimming,200m Individual Medley Men,MEN,MEN,Ryan LOCHTE,USA,United States of America,Silver,01:54.9,M:S:DD,114.90,303824.646,8944193.284,,,
2012,Swimming,200m Individual Medley Men,MEN,MEN,Laszlo CSEH,HUN,Hungary,Bronze,01:56.2,M:S:DD,116.22,9930.915,84794.5495,,,
1972,Athletics,100m Women,WOMEN,WOMEN,Silvia Chiv?s,CUB,Cuba,Bronze,11.24,#:DD,11.24,209896,3346554,,,
1968,Athletics,100m Women,WOMEN,WOMEN,Irena Szewinska,POL,Poland,Bronze,11.1,#:DD,11.1,237983.436,1237966,,,
1964,Athletics,100m Women,WOMEN,WOMEN,Ewa Klobukowska,POL,Poland,Bronze,11.6,#:DD,11.6,237983.436,1237966,,,
2012,Swimming,400m Freestyle Men,MEN,MEN,Yang SUN,CHN,China,Gold,03:40.1,M:S:DD,220.14,1326856.173,6564831.165,,,
2012,Swimming,400m Freestyle Men,MEN,MEN,Taehwan PARK,KOR,South Korea,Silver,03:42.1,M:S:DD,222.06,49232.844,804477.1995,,,
2012,Swimming,400m Freestyle Men,MEN,MEN,Peter VANDERKAAY,USA,United States of America,Bronze,03:44.7,M:S:DD,224.69,303824.646,8944193.284,,,
1960,Athletics,100m Women,WOMEN,WOMEN,Giuseppina Leone,ITA,Italy,Bronze,11.3,#:DD,11.3,180671,2046727,,,
1956,Athletics,100m Women,WOMEN,WOMEN,Marlene Mathews,AUS,Australia,Bronze,11.7,#:DD,11.7,168903,1843455,,,
1952,Athletics,100m Women,WOMEN,WOMEN,Shirley Strickland,AUS,Australia,Bronze,11.9,#:DD,11.9,8691.212,64470,,,
2012,Swimming,400m Individual Medley Men,MEN,MEN,Ryan LOCHTE,USA,United States of America,Gold,04:05.2,M:S:DD,245.18,303824.646,8944193.284,,,
2012,Swimming,400m Individual Medley Men,MEN,MEN,Thiago PEREIRA,BRA,Brazil,Silver,04:08.6,M:S:DD,248.56,191908.598,1074408.44,,,
2012,Swimming,400m Individual Medley Men,MEN,MEN,Kosuke HAGINO,JPN,Japan,Bronze,04:08.9,M:S:DD,248.94,127425.722,2863645.995,,,
1948,Athletics,100m Women,WOMEN,WOMEN,Shirley Strickland,AUS,Australia,Bronze,12.2,#:DD,12.2,41110,180611.25,,,
1936,Athletics,100m Women,WOMEN,WOMEN,K?the Krau?,GER,Germany,Bronze,11.9,#:DD,11.9,41910,177865.959,,,
1932,Athletics,100m Women,WOMEN,WOMEN,Wilhelmina Von Bremen,USA,United States of America,Bronze,12,#:DD,12,10794,39629.66,,,
2012,Swimming,4x100m Freestyle Relay Men,MEN,MEN,"Fabien GILOT, Amaury LEVEAUX, Clement LEFERT, Yannick AGNEL",FRA,France,Gold,03:09.9,M:S:DD,189.93,61279.972,1395721.096,,,
2012,Swimming,4x100m Freestyle Relay Men,MEN,MEN,"Ryan LOCHTE, Michael PHELPS, Nathan ADRIAN, Cullen JONES",USA,United States of America,Silver,03:10.4,M:S:DD,190.38,303824.646,8944193.284,,,
2012,Swimming,4x100m Freestyle Relay Men,MEN,MEN,"Andrey GRECHIN, Danila IZOTOV, Nikita LOBINTSEV, Vladimir MOROZOV",RUS,Russia,Bronze,03:11.4,M:S:DD,191.41,287447.373,1646762.087,,,
1928,Athletics,100m Women,WOMEN,WOMEN,Ethel Smith,CAN,Canada,Bronze,12.3,#:DD,12.3,8520,20575.61748,,,
2012,Swimming,10km Marathon Women,WOMEN,WOMEN,Martina GRIMALDI,ITA,Italy,Bronze,1:57:42,H:MM:SS,7061.80,61279.972,1395721.096,,,
2012,Athletics,1500m Women,WOMEN,WOMEN,Maryam yusuf JAMAL,BRN,Bahrain,Bronze,04:10.7,M:SS:DD,250.74,43786.115,219525.4158,,,
2012,Swimming,4x100m Medley Relay Men,MEN,MEN,"Brendan HANSEN, Michael PHELPS, Nathan ADRIAN, Matthew GREVERS",USA,United States of America,Gold,03:29.4,M:S:DD,209.35,303824.646,8944193.284,,,
2012,Swimming,4x100m Medley Relay Men,MEN,MEN,"Kosuke KITAJIMA, Takeshi MATSUDA, Takuro FUJII, Ryosuke IRIE",JPN,Japan,Silver,03:31.3,M:S:DD,211.26,127425.722,2863645.995,,,
2012,Swimming,4x100m Medley Relay Men,MEN,MEN,"Christian SPRENGER, Hayden STOECKEL, Matt TARGETT, James MAGNUSSEN",AUS,Australia,Bronze,03:31.6,M:S:DD,211.58,20600.856,487488.1085,,,
2008,Athletics,1500m Women,WOMEN,WOMEN,Nataliya Tobias,UKR,Ukraine,Bronze,4:01.78,M:SS:DD,241.78,287447.373,1598798.142,,,
2004,Athletics,1500m Women,WOMEN,WOMEN,Maria Cioncan,ROM,Romania,Bronze,3:58.39,M:SS:DD,238.39,82424.609,1577423.484,,,
2000,Athletics,1500m Women,WOMEN,WOMEN,Gabriela Szabo,ROM,Romania,Bronze,4:05.27,M:SS:DD,245.27,99926.62,724371,,,
2012,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Ryan LOCHTE, Michael PHELPS, Ricky BERENS, Conor DWYER",USA,United States of America,Gold,06:59.7,M:S:DD,419.70,303824.646,8944193.284,,,
2012,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Amaury LEVEAUX, Clement LEFERT, Gregory MALLET, Yannick AGNEL",FRA,France,Silver,07:02.8,M:S:DD,422.77,61279.972,1395721.096,,,
2012,Swimming,4x200m Freestyle Relay Men,MEN,MEN,"Yang SUN, Yun HAO, Haiqi JIANG, Yunqi LI",CHN,China,Bronze,07:06.3,M:S:DD,426.30,1326856.173,6564831.165,,,
1996,Athletics,1500m Women,WOMEN,WOMEN,Theresia Kiesl,AUT,Austria,Bronze,4:03.02,M:SS:DD,243.02,22627.562,74832.58296,,,
1992,Athletics,1500m Women,WOMEN,WOMEN,Yunxia Qu,CHN,China,Bronze,3:57.08,M:SS:DD,237.08,291118.372,1592461.405,,,
1988,Athletics,1500m Women,WOMEN,WOMEN,Tetyana Samolenko,URS,Russia,Bronze,4:00.30,M:SS:DD,240.3,245021.414,5512845,,,
2012,Swimming,50m Freestyle Men,MEN,MEN,Florent MANAUDOU,FRA,France,Gold,21.34,#:DD,21.34,61279.972,1395721.096,,,
2012,Swimming,50m Freestyle Men,MEN,MEN,Cullen JONES,USA,United States of America,Silver,21.54,#:DD,21.54,303824.646,8944193.284,,,
2012,Swimming,50m Freestyle Men,MEN,MEN,Cesar CIELO FILHO,BRA,Brazil,Bronze,21.59,#:DD,21.59,191908.598,1074408.44,,,
1984,Athletics,1500m Women,WOMEN,WOMEN,Maricica Puica,ROM,Romania,Bronze,4:04.15,M:SS:DD,244.15,15579.4,233618,,,
1980,Athletics,1500m Women,WOMEN,WOMEN,Nadezhda Olizarenko,URS,Russia,Bronze,3:59.52,M:SS:DD,239.52,78297.904,1105099,,,
1976,Athletics,1500m Women,WOMEN,WOMEN,Ulrike Klapezynski,GDR,Germany,Bronze,4:06.09,M:SS:DD,246.09,13915.5,188678,,,
1972,Athletics,1500m Women,WOMEN,WOMEN,Paola Cacchi-Pigni,ITA,Italy,Bronze,4:02.9,M:SS:DD,242.9,13177,163453,,,
2012,Swimming,200m Backstroke Women,WOMEN,WOMEN,Elizabeth BEISEL,USA,United States of America,Bronze,02:06.6,M:S:DD,126.55,82369.548,1673488.575,,,
2008,Swimming,200m Backstroke Women,WOMEN,WOMEN,Reiko Nakamura,JPN,Japan,Bronze,2:07.13,M:S:DD,127.13,20600.856,473289.4257,,,
2008,Athletics,10000m Men,MEN,MEN,Kenenisa Bekele,ETH,Ethiopia,Gold,27:01.17,M:SS:DD,1621.17,83282.565,47175.23,,,
2008,Athletics,10000m Men,MEN,MEN,Sileshi Sihine,ETH,Ethiopia,Silver,27:02.77,M:SS:DD,1622.77,83282.565,47175.23,,,
2008,Athletics,10000m Men,MEN,MEN,Micah Kogo,KEN,Kenya,Bronze,27:04.11,M:SS:DD,1624.11,36529.155,34341.65,,,
2004,Swimming,200m Backstroke Women,WOMEN,WOMEN,Reiko Nakamura,JPN,Japan,Bronze,2:09.88,M:S:DD,129.88,60270.708,1280625.154,,,
2004,Swimming,200m Backstroke Women,WOMEN,WOMEN,Antje Buschschulte,GER,Germany,Bronze,2:09.88,M:S:DD,129.88,32507.874,748363.033,,,
2000,Swimming,200m Backstroke Women,WOMEN,WOMEN,Miki Nakao,JPN,Japan,Bronze,2:11.05,M:S:DD,131.05,10137.449,72345.04952,,,
1996,Swimming,200m Backstroke Women,WOMEN,WOMEN,Cathleen Rund,GER,Germany,Bronze,2:12.06,M:S:DD,132.06,269667.391,6803768.743,,,
1992,Swimming,200m Backstroke Women,WOMEN,WOMEN,Nicole Stevenson,AUS,Australia,Bronze,2:10.20,M:S:DD,130.2,51869.109,255924.7757,,,
1988,Swimming,200m Backstroke Women,WOMEN,WOMEN,Cornelia Sirch,GDR,Germany,Bronze,2:11.45,M:S:DD,131.45,14761.339,236824,,,
2008,Athletics,100m Men,MEN,MEN,Usain Bolt,JAM,Jamaica,Gold,9.69,#:DD,9.69,2801.544,10191.85,,,
2008,Athletics,100m Men,MEN,MEN,Richard Thompson,TRI,Trinidad and Tobago,Silver,9.89,#:DD,9.89,1047.366,19122.98,,,
2008,Athletics,100m Men,MEN,MEN,Walter Dix,USA,United States of America,Bronze,9.91,#:DD,9.91,303824.646,8683682.8,,,
1984,Swimming,200m Backstroke Women,WOMEN,WOMEN,Anca Patrascoiu,ROM,Romania,Bronze,2:13.29,M:S:DD,133.29,77855.422,1150951,,,
1980,Swimming,200m Backstroke Women,WOMEN,WOMEN,Birgit Treiber,GDR,Germany,Bronze,2:14.14,M:S:DD,134.14,14143.901,207979,,,
1976,Swimming,200m Backstroke Women,WOMEN,WOMEN,Nancy Garapick,CAN,Canada,Bronze,2:15.60,M:S:DD,135.6,4778.54,0,,,
2008,Athletics,110m Hurdles Men,MEN,MEN,Dayron Robles,CUB,Cuba,Gold,12.93,#:DD,12.93,11449.006,29816.44,,,
2008,Athletics,110m Hurdles Men,MEN,MEN,David Payne,USA,United States of America,Silver,13.17,#:DD,13.17,303824.646,8683682.8,,,
2008,Athletics,110m Hurdles Men,MEN,MEN,David Oliver,USA,United States of America,Bronze,13.18,#:DD,13.18,303824.646,8683682.8,,,
2008,Athletics,1500m Men,MEN,MEN,Rashid Ramzi,BRN,Bahrain,Gold,3:32.94,M:SS:DD,212.94,718.306,3840.87,,,
2008,Athletics,1500m Men,MEN,MEN,Asbel Kiprop,KEN,Kenya,Silver,3:33.11,M:SS:DD,213.11,36529.155,34341.65,,,
2008,Athletics,1500m Men,MEN,MEN,Nicholas Willis,NZL,New Zealand,Bronze,3:34.16,M:SS:DD,214.16,4154.311,71481.57674,,,
1972,Swimming,200m Backstroke Women,WOMEN,WOMEN,Donna Gurr,CAN,Canada,Bronze,2:23.22,M:S:DD,143.22,247343.292,1395732,,,
1968,Swimming,200m Backstroke Women,WOMEN,WOMEN,Kaye Hall,USA,United States of America,Bronze,2:28.9,M:S:DD,148.9,200706,2983081,,,
2012,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Iuliia EFIMOVA,RUS,Russia,Bronze,02:20.9,M:S:DD,140.92,2801.544,10497.6055,,,
2008,Athletics,200m Men,MEN,MEN,Usain Bolt,JAM,Jamaica,Gold,19.3,#:DD,19.3,2801.544,10191.85,,,
2008,Athletics,200m Men,MEN,MEN,Shawn Crawford,USA,United States of America,Silver,19.96,#:DD,19.96,303824.646,8683682.8,,,
2008,Athletics,200m Men,MEN,MEN,Walter Dix,USA,United States of America,Bronze,19.98,#:DD,19.98,303824.646,8683682.8,,,
2008,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Sara Nordenstam,NOR,Norway,Bronze,2:32.02,M:S:DD,152.02,303824.646,8683682.8,,,
2004,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Anne Poleska,GER,Germany,Bronze,2:25.82,M:S:DD,145.82,82424.609,1577423.484,,,
2000,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Amanda Beard,USA,United States of America,Bronze,2:25.35,M:S:DD,145.35,49007.559,134542.1197,,,
2008,Athletics,20km Walk Men,MEN,MEN,Valeriy Borchin,RUS,Russia,Gold,1:19:01,H:MM:SS,4741,287447.373,1598798.142,,,
2008,Athletics,20km Walk Men,MEN,MEN,Jefferson Perez,ECU,Ecuador,Silver,1:19:15,H:MM:SS,4755,13927.65,46043.06,,,
2008,Athletics,20km Walk Men,MEN,MEN,Jared Tallent,AUS,Australia,Bronze,1:19:42,H:MM:SS,4782,20600.856,473289.4257,,,
1996,Swimming,200m Breaststroke Women,WOMEN,WOMEN,?gnes Kov?cs,HUN,Hungary,Bronze,2:26.57,M:S:DD,146.57,18348.078,354521.1781,,,
1992,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Anita Nall,USA,United States of America,Bronze,2:26.88,M:S:DD,146.88,1164970,2483921,,,
1988,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Antoaneta Frenkeva,BUL,Bulgaria,Bronze,2:28.34,M:S:DD,148.34,245021.414,5512845,,,
2008,Athletics,3000m Steeplechase Men,MEN,MEN,Brimin Kipruto,KEN,Kenya,Gold,8:10.34,M:SS:DD,490.34,36529.155,34341.65,,,
2008,Athletics,3000m Steeplechase Men,MEN,MEN,Mahiedine MekhissiBenabbad,FRA,France,Silver,8:10.49,M:SS:DD,490.49,61279.972,1355069.026,,,
2008,Athletics,3000m Steeplechase Men,MEN,MEN,Richard Kipkemboi,KEN,Kenya,Bronze,8:11.01,M:SS:DD,491.01,36529.155,34341.65,,,
2008,Athletics,400m Hurdles Men,MEN,MEN,Angelo Taylor,USA,United States of America,Gold,47.25,#:DD,47.25,303824.646,8683682.8,,,
2008,Athletics,400m Hurdles Men,MEN,MEN,Kerron Clement,USA,United States of America,Silver,47.98,#:DD,47.98,303824.646,8683682.8,,,
2008,Athletics,400m Hurdles Men,MEN,MEN,Bershawn Jackson,USA,United States of America,Bronze,48.06,#:DD,48.06,303824.646,8683682.8,,,
1984,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Ingrid Lempereur,BEL,Belgium,Bronze,2:31.40,M:S:DD,151.4,275379.897,1847190,,,
1980,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Yuliya Bogdanova,URS,Russia,Bronze,2:32.39,M:S:DD,152.39,22130.036,91516.55115,,,
1976,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Lyubov Rusanova,URS,Russia,Bronze,2:36.22,M:S:DD,156.22,78298.957,993132,,,
2008,Athletics,400m Men,MEN,MEN,LaShawn Merritt,USA,United States of America,Gold,43.75,#:DD,43.75,303824.646,8683682.8,,,
2008,Athletics,400m Men,MEN,MEN,Jeremy Wariner,USA,United States of America,Silver,44.74,#:DD,44.74,303824.646,8683682.8,,,
2008,Athletics,400m Men,MEN,MEN,David Neville,USA,United States of America,Bronze,44.8,#:DD,44.8,303824.646,8683682.8,,,
1972,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Galina Stepanova-Prozumenshchykova,URS,Russia,Bronze,2:42.36,M:S:DD,162.36,247343.292,1395732,,,
1968,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Galina Stepanova-Prozumenshchykova,URS,Russia,Bronze,2:47.0,M:S:DD,167,12101.66,134913,,,
1964,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Svetlana Babalina,URS,Russia,Bronze,2:48.6,M:S:DD,168.6,200706,2983081,,,
2008,Athletics,4x100m Relay Men,MEN,MEN,"Asafa Powell, Michael Frater, Nesta Carter, Usain Bolt, Dwight Thomas",JAM,Jamaica,Gold,37.1,#:DD,37.1,2801.544,10191.85,,,
2008,Athletics,4x100m Relay Men,MEN,MEN,"Richard Thompson, Aaron Armstrong, Marc Burns, Emmanuel Callender, Keston Bledman",TRI,Trinidad and Tobago,Silver,38.06,#:DD,38.06,1047.366,19122.98,,,
2008,Athletics,4x100m Relay Men,MEN,MEN,"Nobuharu Asahara, Shingo Suetsugu, Shinji Takahira, Naoki Tsukahara",JAP,Japan,Bronze,38.15,#:DD,38.15,127425.722,2780238.83,,,
1960,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Barbara G?bel,GER,Germany,Bronze,2:53.6,M:S:DD,173.6,10361.273,91085,,,
1956,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Eva-Maria ten Elsen,GER,Germany,Bronze,2:55.1,M:S:DD,175.1,16445.087,142282,,,
1952,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Helen Gordon,GBR,Great Britain,Bronze,2:57.6,M:S:DD,177.6,157553,1625245,,,
2008,Athletics,4x400m Relay Men,MEN,MEN,"Jeremy Wariner, Angella Taylor, Reggie Witherspoon, Kerron Clement, Dave Neville, LaShawn Merritt",USA,United States of America,Gold,2:55.39,M:SS:DD,175.39,303824.646,8683682.8,,,
2008,Athletics,4x400m Relay Men,MEN,MEN,"Michael Mathieu, Ramon Miller, Avard Moncur, Christopher Brown, Andretti Bain, Andrae Williams",BAH,Bahamas,Silver,2:58.03,M:SS:DD,178.03,78,21,,,
2008,Athletics,4x400m Relay Men,MEN,MEN,"Denis Alexeev, Vladislav Frolov, Maksim Dyldin, Anton Kokorin",RUS,Russia,Bronze,2:58.06,M:SS:DD,178.06,287447.373,1598798.142,,,
1948,Swimming,200m Breaststroke Women,WOMEN,WOMEN,?va Nov?k,HUN,Hungary,Bronze,3:00.2,M:S:DD,180.2,0,0,,,
1936,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Inge S?rensen,DEN,Denmark,Bronze,3:07.8,M:S:DD,187.8,67349,299753,,,
1932,Swimming,200m Breaststroke Women,WOMEN,WOMEN,Else Jacobsen,DEN,Denmark,Bronze,3:07.1,M:S:DD,187.1,6186,8933.219273,,,
2008,Athletics,5000m Men,MEN,MEN,Kenenisa Bekele,ETH,Ethiopia,Gold,12:57.82,M:SS:DD,777.82,83282.565,47175.23,,,
